# FMR-Fit
# This data was fitted 18/09/2020, 14:45:39 using: $.2 Lineshape  
# Dropped Points [21, 357, 358, 413]     
# Data is arranged as follows ['slope', 'offset', 'dB1', 'R1', 'A1']
1.000000000000000000e+00	1.000000000000000000e+00	4.980000000000000399e-02	7.770000000000000517e-02	7.708199999999999719e+00	0.000000000000000000e+00
1.000000000000000000e+00	1.000000000000000000e+00	4.980000000000000399e-02	7.770000000000000517e-02	7.708199999999999719e+00	5.000000000000000000e-01
6.225415987583211574e-01	9.613134386587209868e-01	4.977323142785146370e-02	7.824683584078827303e-02	7.645918170901265576e+00	1.000000000000000000e+00
9.999933223497210477e-01	9.999999999738329315e-01	5.128810257037159925e-02	7.938639270243270929e-02	7.446906231237670148e+00	1.500000000000000000e+00
9.999933223497210477e-01	9.999999999738329315e-01	5.128810257037159925e-02	7.938639270243270929e-02	7.446906231237670148e+00	2.000000000000000000e+00
9.999999534150063596e-01	9.999999953140863429e-01	5.265355459565619622e-02	8.078646857275569027e-02	7.216265152820509066e+00	2.500000000000000000e+00
9.999999534150063596e-01	9.999999953140863429e-01	5.265355459565619622e-02	8.078646857275569027e-02	7.216265152820509066e+00	3.000000000000000000e+00
9.999999534150063596e-01	9.999999953140863429e-01	5.265355459565619622e-02	8.078646857275569027e-02	7.216265152820509066e+00	3.500000000000000000e+00
9.979059220389081553e-01	9.999979508172880394e-01	5.489923347063226100e-02	8.287263704543433585e-02	6.839751979773013524e+00	4.000000000000000000e+00
9.999878927686272068e-01	9.999982513478942181e-01	5.488949157297050296e-02	8.293181619965510343e-02	6.832209001665907167e+00	4.500000000000000000e+00
9.999998702716308419e-01	9.999999999789013216e-01	5.648226347728187158e-02	8.429978985604283381e-02	6.547867561892431354e+00	5.000000000000000000e+00
9.801715346538597551e-01	9.999566256501259964e-01	5.692055543901805570e-02	8.491697387598552693e-02	6.415035941545646381e+00	5.500000000000000000e+00
1.000000000000000000e+00	9.999999999977213783e-01	5.842411267624672555e-02	8.567517608743913105e-02	6.267551915543180918e+00	6.000000000000000000e+00
1.000000000000000000e+00	9.999999999977213783e-01	5.842411267624672555e-02	8.567517608743913105e-02	6.267551915543180918e+00	6.500000000000000000e+00
1.000000000000000000e+00	9.999999999977213783e-01	5.842411267624672555e-02	8.567517608743913105e-02	6.267551915543180918e+00	7.000000000000000000e+00
1.000000000000000000e+00	9.999999999977213783e-01	5.842411267624672555e-02	8.567517608743913105e-02	6.267551915543180918e+00	7.500000000000000000e+00
1.000000000000000000e+00	9.999999999977213783e-01	5.842411267624672555e-02	8.567517608743913105e-02	6.267551915543180918e+00	8.000000000000000000e+00
1.000000000000000000e+00	9.999999999977213783e-01	5.842411267624672555e-02	8.567517608743913105e-02	6.267551915543180918e+00	8.500000000000000000e+00
9.989484619697575063e-01	9.999653486403876634e-01	6.455856333526244217e-02	8.969913057196386708e-02	5.334706537355502931e+00	9.000000000000000000e+00
1.000000000000000000e+00	9.999998494217612333e-01	6.560447071274656816e-02	9.027578971384288276e-02	5.185610400392930863e+00	9.500000000000000000e+00
1.000000000000000000e+00	9.999998494217612333e-01	6.560447071274656816e-02	9.027578971384288276e-02	5.185610400392930863e+00	1.000000000000000000e+01
0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
1.000000000000000000e+00	9.999998494217612333e-01	6.560447071274656816e-02	9.027578971384288276e-02	5.185610400392930863e+00	1.100000000000000000e+01
9.636565079290619895e-01	9.971467627504841946e-01	7.060477597736880551e-02	9.203999972971226018e-02	4.622651793799987807e+00	1.150000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.200000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.250000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.300000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.350000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.400000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.450000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.500000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.550000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.600000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.650000000000000000e+01
1.000000000000000000e+00	9.999999999869197964e-01	7.273957218612940590e-02	9.295268744806395311e-02	4.508842559013266360e+00	1.700000000000000000e+01
9.992649418909391734e-01	9.998766661807900746e-01	7.930629813110562365e-02	9.506918535074861121e-02	3.819004510794325569e+00	1.750000000000000000e+01
1.000000000000000000e+00	9.999999997707937904e-01	8.011579041970050274e-02	9.520864386315674999e-02	3.799816484419627383e+00	1.800000000000000000e+01
1.000000000000000000e+00	9.999999997707937904e-01	8.011579041970050274e-02	9.520864386315674999e-02	3.799816484419627383e+00	1.850000000000000000e+01
